lot,title,priority,photo_count,photo_review_status,source_photo_url,existing_photo_findings,market_research_status,required_next_checks,historical_unverified_low_usd,historical_unverified_high_usd,researched_low_usd,researched_high_usd,researched_max_hammer_usd
18307,"(1) 8' cutting edge for a John Deere 1150C dozer, hitch, and other parts.",Low,6,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/4cb5cf278c7c869660f4/large,"Long yellow dozer cutting edge, small yellow end plates and mounting parts on pallet; bolt-hole fitment unknown.",Not researched,"Resolve identity/condition using existing source originals or in-person inspection | Estimate removal, freight and local resale constraints | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",,,,,
18308,"(1) 87"" cutting edge for a Case 1450, hitch, and side dozer end bits.",Low,5,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/32e969ab1c2e37f2e325/large,Long metal dozer cutting edges and steel end bits on pallet; rust and hole-pattern compatibility unknown.,Not researched,"Resolve identity/condition using existing source originals or in-person inspection | Identify defects and price necessary repairs | Estimate removal, freight and local resale constraints | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",,,,,
18309,"Large lot of assorted steel beams, various sizes and lengths, includes 8"" x 8"", heavy duty steel pla...",Low,9,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/2bd4aaed4ca18daf9748/large,Large stacks of assorted long structural I-beams and steel plates along shed wall; weathered and costly to load.,Not researched,"Count exact included models, quantities and accessories | Estimate removal, freight and local resale constraints | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",,,,,
18310,"Approx. (16) metal sign posts, approx. 8' tall.",Low,4,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/6795de24469bc8f539c5/large,"Stack of tall green perforated steel sign posts leaning against wall; used, check bends and counts.",Not researched,"Resolve identity/condition using existing source originals or in-person inspection | Estimate removal, freight and local resale constraints | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",,,,,
18311,"(1) Diebold data safe, auto 1100, dual door combination safe, 56.5"" width x 35"" depth x 80"" height, ...",Low,9,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/991f97bdcba93a8cedcd/large,"Large beige Diebold dual-door data safe, doors open showing internal shelves; heavy moving and combination verification required.",Not researched,"Estimate removal, freight and local resale constraints | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",,,,,
18312,"(1) Cat, model CV18B, 73"" skid steer quick attach roller, work tool is 2318601, S/N RCA03284.",Low,6,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/c10ed564afad399bcee5/large,"CAT skid-steer quick-attach vibrating roller/compactor, black/yellow with hydraulic hoses; used, leaks and vibration untested.",Not researched,"Identify defects and price necessary repairs | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",,,,,
18313,"(1) set of forks, 42"" x 4"", and set of 87"" x 6"" fork extensions.",Low,5,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/bdbcb74bdf3106feda29/large,Forklift forks and long rusty fork extensions on pallets; measure carriage fit and inspect welds.,Not researched,"Resolve identity/condition using existing source originals or in-person inspection | Count exact included models, quantities and accessories | Identify defects and price necessary repairs | Estimate removal, freight and local resale constraints | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",,,,,
18314,"(1) Quick Attach jib crane attachment, 68"" neck base with a Crosley WL15 hook.",Low,5,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/097747b93fc4aa75c750/large,"Long rusted steel quick-attach jib crane attachment on pallet, hook/chain hardware visible; load certification unverified.",Not researched,"Identify defects and price necessary repairs | Estimate removal, freight and local resale constraints | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",,,,,
18315,"(1) approx. 500-gallon steel, fiberglass coated fuel tank, top fill.",Low,8,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/85d04652a5c71a4ae477/large,"Two large red cylindrical horizontal tanks photographed outdoors; catalog lot is one fiberglass-coated fuel tank, inspect corrosion and exact lot boundaries.",Not researched,"Resolve identity/condition using existing source originals or in-person inspection | Verify ratings, condition and applicable safety/title/pressure checks | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",,,,,
18316,"(1) Clawson approx. 500-gallon fuel tank, approx. 48"" diameter x 73"" long.",Low,7,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/711dc79667f75ff5f7d6/large,"Yellow/rust-colored large horizontal Clawson fuel tank outdoors, coating worn; leak and residue unknown.",Not researched,"Resolve identity/condition using existing source originals or in-person inspection | Verify ratings, condition and applicable safety/title/pressure checks | Identify defects and price necessary repairs | Estimate removal, freight and local resale constraints | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",,,,,
18317,"(1) heavy duty steel rack, approx. 106"" length x 44"" depth x 65.5"" height.",Low,7,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/1e5f6a491ecfa88ff82e/large,"Heavy rusty welded steel storage rack with multiple shelves, outdoors; check structural stability and lifting.",Not researched,"Resolve identity/condition using existing source originals or in-person inspection | Identify defects and price necessary repairs | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",,,,,
18319,"(1) 13' wide spring tooth drag, 3 pt., will need new tires.",Low,7,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/eb1675c1e6e4fa80995d/large,"Wide rusted multi-section spring-tooth field drag on wheels; worn tines and tires, heavy transport.",Not researched,"Identify defects and price necessary repairs | Estimate removal, freight and local resale constraints | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",,,,,
18320,"(1) spreader bar, approx. 20' long.",Low,6,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/ae00e80acb63623941a4/large,Long yellow steel spreader bar with lifting eyes and surface rust; rating and straightness unverified.,Not researched,"Identify defects and price necessary repairs | Estimate removal, freight and local resale constraints | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",,,,,
18321,"(1) spreader bar, approx. 30' long.",Low,5,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/e1ba3f65edb8987a1d28/large,"Very long yellow spreader bar laid on ground, weathered; inspect bends, attachment points and load rating.",Not researched,"Resolve identity/condition using existing source originals or in-person inspection | Estimate removal, freight and local resale constraints | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",,,,,
18322,"(1) I-beam spreader bar, 14' long, 10"" x 5"".",Low,5,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/b854cd32a817a3f818a7/large,Long rusted steel I-beam spreader bar and miscellaneous nearby metal; check exact inclusion and certified capacity.,Not researched,"Resolve identity/condition using existing source originals or in-person inspection | Identify defects and price necessary repairs | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",,,,,
18323,"(1) 3 pt. tandem disc harrow, approx. 99"" wide.",Low,6,Batch 04: visually inspected,https://d1ljvnrgb7j023.cloudfront.net/files/1/9097d0aac7fd9464581c/large,"Outdoor-stored roughly eight-foot three-point tandem disc harrow pictured with rusty frames, dirty discs and worn bearings; several disc blades have oxidation and at least one appears worn/possibly bent. Inspect gang alignment, bearing play, hitch fit, missing scrapers and hauling before considering farm use.",Not researched,"Resolve identity/condition using existing source originals or in-person inspection | Identify defects and price necessary repairs | Estimate removal, freight and local resale constraints | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",105,320,,,
