"lot","internal_id","title","description","category","snapshot_bid_usd","photo_count","close_utc","indicative_resale_low_usd","indicative_resale_high_usd","conditional_max_hammer_usd","risk_flags","review_note","review_status","first_photo_url","photo_review_status","photo_findings","photo_review_sheet","historical_unverified_resale_low_usd","historical_unverified_resale_high_usd","historical_unverified_max_hammer_usd","market_research_status","market_evidence_urls","market_research_notes","market_research_date_utc","priority"
"18583","1705405","(1) ESAB spool arc 86 welding wire spool, new in box, .90 mm or .035"", 44 lbs., item #1382F05.","(1) ESAB spool arc 86 welding wire spool, new in box, .90 mm or .035"", 44 lbs., item #1382F05.","General industrial surplus","5","0","2026-09-29T23:30:00Z","","","","","No catalog photos; inspect onsite and check description before bidding.","Catalog triaged; image inspection and valuation pending","","No source photos","","","","","","Not researched","","","","Low"
"18584","1705406","Large lot of assorted welding rod, various types, includes Hotpoint vintage refrigerator, used for s...","Large lot of assorted welding rod, various types, includes Hotpoint vintage refrigerator, used for storage, 315 1/16"", Radnor 3/8"" x 12"", 1/8"" Stainweld, Fleetwood 47, includes metal stand, and (2) partial rolls of welding wire, winning bidder responsible for proper removal.","General industrial surplus","5","12","2026-09-29T23:30:00Z","","","","Removal/loading","Verify power requirements, output, missing accessories, ownership of any cylinders and safe handling.","Catalog triaged; image inspection and valuation pending","https://d1ljvnrgb7j023.cloudfront.net/files/1/21fe574f1e230eff4198/large","Inspected (contact sheet)","Cabinet and refrigerator packed with aged welding rod, packages and loose metal consumables; moisture/rod condition unknown.","Temporary artifact orbitbid-1879-remaining-10; visual-review-batch-10.md","","","","Not researched","","","","Low"
"18585","1705407","(1) Van Norman Company portable boring machine with wood crate, missing electric motor, appears all ...","(1) Van Norman Company portable boring machine with wood crate, missing electric motor, appears all other items are in place.","General industrial surplus","5","7","2026-09-29T23:30:00Z","","","","Incomplete/defective per catalog","Function, leaks, motor condition and parts availability not independently verified.","Catalog triaged; image inspection and valuation pending","https://d1ljvnrgb7j023.cloudfront.net/files/1/0e2479787db97437807b/large","Inspected (contact sheet)","Tall wooden crate holding Van Norman portable boring-machine parts; catalog says missing electric motor, completeness unverified.","Temporary artifact orbitbid-1879-remaining-10; visual-review-batch-10.md","","","","Not researched","","","","Medium"
"18586","1705408","(1) vintage Sun Tune Up tester, includes (1) Kal-Equip Company time gun, engine speed testers, Dwell...","(1) vintage Sun Tune Up tester, includes (1) Kal-Equip Company time gun, engine speed testers, Dwell Tech ignition testers, also includes assorted air chucks, and air pressure gauges.","General industrial surplus","5","11","2026-09-29T23:30:00Z","","","","","Function, leaks, motor condition and parts availability not independently verified.","Catalog triaged; image inspection and valuation pending","https://d1ljvnrgb7j023.cloudfront.net/files/1/e523a04e9d93437c3f14/large","Inspected (contact sheet)","Vintage Sun engine tune-up tester and multiple older timing/diagnostic tools on shop shelf; obsolete and untested.","Temporary artifact orbitbid-1879-remaining-10; visual-review-batch-10.md","","","","Not researched","","","","Medium"
"18587","1705409","Lot of assorted standard wrenches, includes 1/16"", 1 1/8"", 1 1/4, 1 5/16"", 1 3/8"", (2) 1 7/16"", (2) ...","Lot of assorted standard wrenches, includes 1/16"", 1 1/8"", 1 1/4, 1 5/16"", 1 3/8"", (2) 1 7/16"", (2) 1 1/2"", (1) Snap-On 1 7/16"", (1) Snap-On 1 5/8"", (1) Williams 1 7/8"" wrench, (1) 24"" Diamond crescent wrench, and (1) 18"" Diamond crescent wrench.","Branded hand and power tools","5","6","2026-09-29T23:30:00Z","","","","","UNVERIFIED EARLIER HEURISTIC—NOT A RESEARCHED MARKET VALUE OR BID RECOMMENDATION. About eleven long combination wrenches hung on rail, several oversized and stamped USA, with cosmetic wear and tarnish. Mix of sizes and possible brands; inspect jaw spread and maker stamps before individual resale.","Market research pending; previous heuristic withdrawn; photo review status retained","https://d1ljvnrgb7j023.cloudfront.net/files/1/ecaaac414b05f39da018/large","Batch 05: all source photographs inspected","About eleven long combination wrenches hung on rail, several oversized and stamped USA, with cosmetic wear and tarnish. Mix of sizes and possible brands; inspect jaw spread and maker stamps before individual resale.","Temporary full-auction artifact orbitbid-1879-photos; see original visual-review-batch report","120","335","40","Not researched","","","","Medium"
"18588","1705410","(1) Hine &amp; Warner hydraulic transmission jack with adapters for assorted transmission.","(1) Hine & Warner hydraulic transmission jack with adapters for assorted transmission.","Power and hydraulics","5","6","2026-09-29T23:30:00Z","","","","","UNVERIFIED EARLIER HEURISTIC—NOT A RESEARCHED MARKET VALUE OR BID RECOMMENDATION. Heavy low-profile red hydraulic floor jack or lifting carriage with long handle and separate trays of assorted small chain and flat steel attachments. Severe dirt and worn paint; identify exact model and function, test lifting/holding and ensure attachments actually belong to this lot.","Market research pending; previous heuristic withdrawn; photo review status retained","https://d1ljvnrgb7j023.cloudfront.net/files/1/96f56341c369f3822109/large","Batch 05: all source photographs inspected","Heavy low-profile red hydraulic floor jack or lifting carriage with long handle and separate trays of assorted small chain and flat steel attachments. Severe dirt and worn paint; identify exact model and function, test lifting/holding and ensure attachments actually belong to this lot.","Temporary full-auction artifact orbitbid-1879-photos; see original visual-review-batch report","110","320","35","Not researched","","","","Medium"
"18589","1705411","(1) Borg Warner 2-door automotive tune up parts cabinet, 28.5"" wide x 12"" deep x 31.5"" tall, with co...","(1) Borg Warner 2-door automotive tune up parts cabinet, 28.5"" wide x 12"" deep x 31.5"" tall, with contents of assorted light bulbs, thermostats, ignition parts, Signal Stat lighting, and more.","General industrial surplus","5","15","2026-09-29T23:30:00Z","","","","","Generic catalog triage only. Inspect details and likely demand before selecting a maximum bid.","Catalog triaged; image inspection and valuation pending","https://d1ljvnrgb7j023.cloudfront.net/files/1/f2319c5f5a49a2e40871/large","Inspected (contact sheet)","Large red automotive tune-up parts cabinet on pallet, packed with assorted aged ignition/electrical parts in mixed original boxes, many dusty and unverified. Significant sorting/obsolete-fitment risk; cabinet has exterior oxidation. Verify all contents are included and catalog fitment before estimating resale.","Temporary GitHub Actions artifact; visual-review-batch-06-partial.md","","","","Not researched","","","","Low"
"18590","1705412","(1) Borg Warner 2-door vintage parts cabinet, 29"" wide x 12"" deep x 31.5"" tall, with contents of ass...","(1) Borg Warner 2-door vintage parts cabinet, 29"" wide x 12"" deep x 31.5"" tall, with contents of assorted automotive parts, gauges, springs, plow parts, pins, fuses, and more, lot also includes Tong-Sol auto lamps and flashes, vintage organizer box (20"" wide x 12"" deep x 10"" tall), includes assorted light bulbs.","General industrial surplus","5","10","2026-09-29T23:30:00Z","","","","","Inspect completeness and function; favor items with practical use or straightforward resale.","Catalog triaged; image inspection and valuation pending","https://d1ljvnrgb7j023.cloudfront.net/files/1/74ffb4b347803521625c/large","Inspected (contact sheet)","Red automotive tune-up parts cabinet with Tung-Sol auto-lamps/flashers display on top, partly filled with aged ignition/electrical stock and miscellaneous parts. Dusty, mixed and likely obsolete fitments; top display and cabinet have separate collectible/display potential, but condition and contents need inventory.","Temporary GitHub Actions artifact; visual-review-batch-06-partial.md","","","","Not researched","","","","Low"
"18591","1705413","(1) NAPA 2-door, wall mount metal cabinet, 30.5"" wide x 10"" deep x 20"" tall, includes contents of as...","(1) NAPA 2-door, wall mount metal cabinet, 30.5"" wide x 10"" deep x 20"" tall, includes contents of assorted spark plugs, distributor caps, and (1) NAPA Echlin metal cabinet, 18"" wide x approx. 8"" deep x 25"" tall, lockable with keys.","General industrial surplus","5","8","2026-09-29T23:30:00Z","","","","","Generic catalog triage only. Inspect details and likely demand before selecting a maximum bid.","Catalog triaged; image inspection and valuation pending","https://d1ljvnrgb7j023.cloudfront.net/files/1/141382a072ee51761fed/large","Inspected (contact sheet)","Large NAPA/Echlin-branded automotive parts cabinet with shelves of assorted boxed ignition/electrical stock (visible Champion, AC and Echlin packages). Dusty, aged, mixed applications and possible empty boxes; cabinet/signage may have independent display value. Inventory actual parts and part numbers before resale.","Temporary GitHub Actions artifact; visual-review-batch-06-partial.md","","","","Not researched","","","","Low"
"18592","1705414","(1) approx. 250-gallon hydraulic oil tank, holding approx. 50-gallons of oil, metal framed rack with...","(1) approx. 250-gallon hydraulic oil tank, holding approx. 50-gallons of oil, metal framed rack with assorted oil jugs, and 5-gallon buckets, winning bidder responsible for proper removal.","Power and hydraulics","5","9","2026-09-29T23:30:00Z","","","","Removal/loading; Fluids/storage","Function, leaks, motor condition and parts availability not independently verified.","Catalog triaged; image inspection and valuation pending","https://d1ljvnrgb7j023.cloudfront.net/files/1/5fb3ac7886af16297326/large","Inspected (contact sheet)","Tall black metal bulk fluid storage/dispensing tank labeled CITGO Tractor Hydraulic Fluid with drain/spigot and adjacent mixed buckets/jugs. Residual fluid, leaks and contamination unknown; disposal, transport and emptying costs may exceed salvage value.","Temporary GitHub Actions artifact; visual-review-batch-06-partial.md","","","","Not researched","","","","Medium"
"18593","1705415","(1) approx. 250-gallon oil tank, holding AW hydraulic oil 46, approx. 1/8 to 1/4 full, winning bidde...","(1) approx. 250-gallon oil tank, holding AW hydraulic oil 46, approx. 1/8 to 1/4 full, winning bidder responsible for proper removal.","Power and hydraulics","5","7","2026-09-29T23:30:00Z","","","","Removal/loading; Fluids/storage","Function, leaks, motor condition and parts availability not independently verified.","Catalog triaged; image inspection and valuation pending","https://d1ljvnrgb7j023.cloudfront.net/files/1/47f66e85355d37cb4f5d/large","Inspected (contact sheet)","Large yellow horizontal bulk oil tank on steel stand labeled CITGO AW Hydraulic Oil 46, with outlet spigot. Unknown residual oil, corrosion, leaks, volume and whether adjacent items are included; account for safe draining and transport.","Temporary GitHub Actions artifact; visual-review-batch-06-partial.md","","","","Not researched","","","","Medium"
